Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Inventory Qty,SEO Title,SEO Description
phosphosolv-psb,PhosphoSolv PSB,"<p>PhosphoSolv PSB is a professionally formulated Bacillus megaterium (PSB) agriculture input designed for Indian field, vegetable, and plantation production systems. This bio fertilizers supports psb action for nutrient mobilization and root health while helping improve root growth, enhance flowering, and increase yield under monsoon stress. Farmers use PhosphoSolv PSB in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Farmers use PhosphoSolv PSB in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>improves root growth</li><li>enhances nutrient uptake</li><li>improves soil health</li><li>supports microbial balance</li><li>increases yield potential</li><li>drip and soil compatible</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> soil application, drip irrigation, fertigation, nursery application, seed treatment</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water (2–3 ml/L foliar); drip 1–2 L/acre</p>",Morbeez,Bio Fertilizers,"bio fertilizer, PSB, Bacillus megaterium (PSB), Morbeez, soil health, yield booster, organic agriculture",TRUE,Size,500 ml,phosphosolv-psb-500ml,277,100,PhosphoSolv PSB,"PhosphoSolv PSB is a professionally formulated Bacillus megaterium (PSB) agriculture input designed for Indian field, vegetable, and plantation production systems. This bio fertilizers supports psb action for nutrient mobilization and root health while helping improve root growth, enhance flowering, and increase yield "
phosphosolv-psb,,,,,,,Size,1 L,phosphosolv-psb-1l,478,100,,
phosphosolv-psb,,,,,,,Size,5 L,phosphosolv-psb-5l,1984,100,,
phosphosolv-psb,,,,,,,Size,10 L,phosphosolv-psb-10l,3705,100,,
phosphosolv-psb,,,,,,,Size,25 L,phosphosolv-psb-25l,8222,100,,
phosphosolv-psb-granules,PhosphoSolv PSB Granules,"<p>PhosphoSolv PSB Granules is a professionally formulated Bacillus megaterium (PSB) agriculture input designed for Indian field, vegetable, and plantation production systems. This bio fertilizers supports psb action for nutrient mobilization and root health while helping improve root growth, enhance flowering, and increase yield under drought. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>improves root growth</li><li>enhances nutrient uptake</li><li>improves soil health</li><li>supports microbial balance</li><li>increases yield potential</li><li>drip and soil compatible</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> soil application, drip irrigation, fertigation, nursery application, seed treatment</p><p><strong>Dosage (200 L):</strong> 2–4 kg/acre soil; seed 5–10 g/kg</p>",Morbeez,Bio Fertilizers,"bio fertilizer, PSB, Bacillus megaterium (PSB), Morbeez, soil health, yield booster, organic agriculture",TRUE,Size,500 g,phosphosolv-psb-granules-500g,228,100,PhosphoSolv PSB Granules,"PhosphoSolv PSB Granules is a professionally formulated Bacillus megaterium (PSB) agriculture input designed for Indian field, vegetable, and plantation production systems. This bio fertilizers supports psb action for nutrient mobilization and root health while helping improve root growth, enhance flowering, and increa"
phosphosolv-psb-granules,,,,,,,Size,1 kg,phosphosolv-psb-granules-1kg,394,100,,
phosphosolv-psb-granules,,,,,,,Size,5 kg,phosphosolv-psb-granules-5kg,1634,100,,
phosphosolv-psb-granules,,,,,,,Size,10 kg,phosphosolv-psb-granules-10kg,3052,100,,
phosphosolv-psb-granules,,,,,,,Size,25 kg,phosphosolv-psb-granules-25kg,6773,100,,
k-mobilizer-elite,K-Mobilizer Elite,"<p>K-Mobilizer Elite is a professionally formulated Frateuria aurantia (KMB) agriculture input designed for Indian field, vegetable, and plantation production systems. This bio fertilizers supports kmb action for nutrient mobilization and root health while helping improve root growth, enhance flowering, and increase yield under heat. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>improves root growth</li><li>enhances nutrient uptake</li><li>improves soil health</li><li>supports microbial balance</li><li>increases yield potential</li><li>drip and soil compatible</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> soil application, drip irrigation, fertigation, nursery application, seed treatment</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water (2–3 ml/L foliar); drip 1–2 L/acre</p>",Morbeez,Bio Fertilizers,"bio fertilizer, KMB, Frateuria aurantia (KMB), Morbeez, soil health, yield booster, organic agriculture",TRUE,Size,500 ml,k-mobilizer-elite-500ml,295,100,K-Mobilizer Elite,"K-Mobilizer Elite is a professionally formulated Frateuria aurantia (KMB) agriculture input designed for Indian field, vegetable, and plantation production systems. This bio fertilizers supports kmb action for nutrient mobilization and root health while helping improve root growth, enhance flowering, and increase yield"
k-mobilizer-elite,,,,,,,Size,1 L,k-mobilizer-elite-1l,508,100,,
k-mobilizer-elite,,,,,,,Size,5 L,k-mobilizer-elite-5l,2108,100,,
k-mobilizer-elite,,,,,,,Size,10 L,k-mobilizer-elite-10l,3937,100,,
k-mobilizer-elite,,,,,,,Size,25 L,k-mobilizer-elite-25l,8738,100,,
zincsolv-zsb,ZincSolv ZSB,"<p>ZincSolv ZSB is a professionally formulated Bacillus aryabhattai (ZSB) agriculture input designed for Indian field, vegetable, and plantation production systems. This bio fertilizers supports zsb action for nutrient mobilization and root health while helping improve root growth, enhance flowering, and increase yield under salinity. Suitable for drip and foliar application, it improves nutrient uptake, supports crop vigor, and integrates with biofertilizer programs when tank-mix compatibility is confirmed. Farmers use ZincSolv ZSB in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>improves root growth</li><li>enhances nutrient uptake</li><li>improves soil health</li><li>supports microbial balance</li><li>increases yield potential</li><li>drip and soil compatible</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> soil application, drip irrigation, fertigation, nursery application, seed treatment</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water (2–3 ml/L foliar); drip 1–2 L/acre</p>",Morbeez,Bio Fertilizers,"bio fertilizer, ZSB, Bacillus aryabhattai (ZSB), Morbeez, soil health, yield booster, organic agriculture",TRUE,Size,500 ml,zincsolv-zsb-500ml,289,100,ZincSolv ZSB,"ZincSolv ZSB is a professionally formulated Bacillus aryabhattai (ZSB) agriculture input designed for Indian field, vegetable, and plantation production systems. This bio fertilizers supports zsb action for nutrient mobilization and root health while helping improve root growth, enhance flowering, and increase yield un"
zincsolv-zsb,,,,,,,Size,1 L,zincsolv-zsb-1l,498,100,,
zincsolv-zsb,,,,,,,Size,5 L,zincsolv-zsb-5l,2067,100,,
zincsolv-zsb,,,,,,,Size,10 L,zincsolv-zsb-10l,3860,100,,
zincsolv-zsb,,,,,,,Size,25 L,zincsolv-zsb-25l,8566,100,,
silicasolv-consortium,SilicaSolv Consortium,"<p>SilicaSolv Consortium is a professionally formulated Silicate solubilizing bacteria agriculture input designed for Indian field, vegetable, and plantation production systems. This bio fertilizers supports silica solubilizers action for nutrient mobilization and root health while helping improve root growth, enhance flowering, and increase yield under waterlogging recovery. Farmers use SilicaSolv Consortium in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>improves root growth</li><li>enhances nutrient uptake</li><li>improves soil health</li><li>supports microbial balance</li><li>increases yield potential</li><li>drip and soil compatible</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> soil application, drip irrigation, fertigation, nursery application, seed treatment</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water (2–3 ml/L foliar); drip 1–2 L/acre</p>",Morbeez,Bio Fertilizers,"bio fertilizer, Silica Solubilizers, Silicate solubilizing bacteria, Morbeez, soil health, yield booster, organic agriculture",TRUE,Size,500 ml,silicasolv-consortium-500ml,300,100,SilicaSolv Consortium,"SilicaSolv Consortium is a professionally formulated Silicate solubilizing bacteria agriculture input designed for Indian field, vegetable, and plantation production systems. This bio fertilizers supports silica solubilizers action for nutrient mobilization and root health while helping improve root growth, enhance flo"
silicasolv-consortium,,,,,,,Size,1 L,silicasolv-consortium-1l,518,100,,
silicasolv-consortium,,,,,,,Size,5 L,silicasolv-consortium-5l,2150,100,,
silicasolv-consortium,,,,,,,Size,10 L,silicasolv-consortium-10l,4015,100,,
silicasolv-consortium,,,,,,,Size,25 L,silicasolv-consortium-25l,8910,100,,
sulphuroxid-pro,SulphurOxid Pro,"<p>SulphurOxid Pro is a professionally formulated Thiobacillus ferrooxidans agriculture input designed for Indian field, vegetable, and plantation production systems. This bio fertilizers supports sulphur oxidizers action for nutrient mobilization and root health while helping improve root growth, enhance flowering, and increase yield under monsoon stress. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>improves root growth</li><li>enhances nutrient uptake</li><li>improves soil health</li><li>supports microbial balance</li><li>increases yield potential</li><li>drip and soil compatible</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> soil application, drip irrigation, fertigation, nursery application, seed treatment</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water (2–3 ml/L foliar); drip 1–2 L/acre</p>",Morbeez,Bio Fertilizers,"bio fertilizer, Sulphur Oxidizers, Thiobacillus ferrooxidans, Morbeez, soil health, yield booster, organic agriculture",TRUE,Size,500 ml,sulphuroxid-pro-500ml,295,100,SulphurOxid Pro,"SulphurOxid Pro is a professionally formulated Thiobacillus ferrooxidans agriculture input designed for Indian field, vegetable, and plantation production systems. This bio fertilizers supports sulphur oxidizers action for nutrient mobilization and root health while helping improve root growth, enhance flowering, and i"
sulphuroxid-pro,,,,,,,Size,1 L,sulphuroxid-pro-1l,508,100,,
sulphuroxid-pro,,,,,,,Size,5 L,sulphuroxid-pro-5l,2108,100,,
sulphuroxid-pro,,,,,,,Size,10 L,sulphuroxid-pro-10l,3937,100,,
sulphuroxid-pro,,,,,,,Size,25 L,sulphuroxid-pro-25l,8738,100,,
consortianpk-liquid,ConsortiaNPK Liquid,"<p>ConsortiaNPK Liquid is a professionally formulated NPK microbial consortia agriculture input designed for Indian field, vegetable, and plantation production systems. This bio fertilizers supports npk consortia action for nutrient mobilization and root health while helping improve root growth, enhance flowering, and increase yield under drought. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Farmers use ConsortiaNPK Liquid in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>improves root growth</li><li>enhances nutrient uptake</li><li>improves soil health</li><li>supports microbial balance</li><li>increases yield potential</li><li>drip and soil compatible</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> soil application, drip irrigation, fertigation, nursery application, seed treatment</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water (2–3 ml/L foliar); drip 1–2 L/acre</p>",Morbeez,Bio Fertilizers,"bio fertilizer, NPK Consortia, NPK microbial consortia, Morbeez, soil health, yield booster, organic agriculture",TRUE,Size,500 ml,consortianpk-liquid-500ml,306,100,ConsortiaNPK Liquid,"ConsortiaNPK Liquid is a professionally formulated NPK microbial consortia agriculture input designed for Indian field, vegetable, and plantation production systems. This bio fertilizers supports npk consortia action for nutrient mobilization and root health while helping improve root growth, enhance flowering, and inc"
consortianpk-liquid,,,,,,,Size,1 L,consortianpk-liquid-1l,528,100,,
consortianpk-liquid,,,,,,,Size,5 L,consortianpk-liquid-5l,2191,100,,
